word,sentiment
необ'єктивний,-0.7222
необачний,-1.0
необгрунтований,-0.6696
необдуманий,-1.0
необережність,-0.9444
необережний,-0.9444
необов'язковий,-0.3534
необтяжливий,0.5
необхідний,0.5976
неоднозначний,0.0
неонацистський,-1.0
неопалюваний,-0.5
неоплачуваний,-0.5
неорганізований,-0.9146
неординарний,0.5
неоригінальний,-0.5
неосвічений,-1.0
неосяжний,0.3571
неофашист,-1.0
неохайність,-1.0
неохайний,-1.0
неохоче,-0.5
неоціненний,0.9167
непатріотичний,-0.5
неперевершений,1.0
неперевірений,-0.5
непередаваний,0.5748
непередбачений,-0.5
непередбачуваний,-0.5
непереконливий,-0.9
непереможений,1.0
непереможний,1.0
непідготовлений,-0.5
непідконтрольний,-0.5
непідкупний,1.0
непідробний,0.9
непідтверджений,-1.0
неповага,-0.5
неповажний,-1.0
неповноцінність,-0.5
неповноцінний,-0.9828
непоганий,0.7105
непогано,0.5
неподобство,-1.0
непоказний,-0.9
непокірний,-0.2667
непокора,-0.5
непомірний,-0.1296
непопулярний,-0.5
непорозуміння,-0.9
непорушний,0.5
непорядний,-1.0
непослідовність,-1.0
непослідовний,-0.6053
непотрібний,-0.7373
непохитний,0.5
неправда,-1.0
неправдоподібний,-0.5
неправильний,-0.5
неправильно,-0.5
неправомірний,-0.5
неправосудний,-1.0
непрактичний,-0.5
неприбутковий,-0.5
непривабливий,-0.5
непривітний,-0.5
неприглядний,-0.5
непридатний,-0.5
неприємність,-0.5
неприємний,-0.5
неприйнятний,-1.0
неприйняття,-0.5
неприкметний,-0.5
неприкритий,-0.5
непримітний,-0.5
непримиренний,-0.5
неприпустимий,-0.5
неприродний,-0.5
непристойний,-0.5
непристосований,-0.5
непритомний,-1.0
неприязний,-0.5
непробивний,0.5
непродуктивний,-0.5
непродуманий,-1.0
непросвітлений,-0.5
непростимий,-0.5
непрофесійний,-0.5
непрофесіоналізм,-1.0
непроханий,-0.9
непрошений,-0.5
нерадісний,-0.5
нервовий,-0.5
нервозний,-0.5
нервувати,-0.9894
нереалізований,-0.5
нереалістичний,-0.5
нереальність,0.0762
нерівність,-0.5
нерівний,-0.5
нерішучий,-0.7778
нероба,-0.9054
нерозв'язний,-0.5
нерозповсюдження,0.5
нерозуміння,-0.7051
нерозумний,-1.0
нерозумно,-0.5
несамовитий,-0.8394
несамостійний,-0.5
несанкціонований,-0.5
несвідомий,-0.698
несексуальний,-0.5
несерйозний,-0.7562
несиметричний,-0.5
несимпатичний,-0.9
несистемний,-0.5
несказаний,0.5
нескладно,0.5
нескромність,-0.7358
нескромний,-0.5
неслухняний,-1.0
несмак,-1.0
несмачний,-0.5476
несплата,-1.0
несплачений,-0.5
несповідимий,-0.5
неспокійний,-0.9
несправедливо,-1.0
несправний,-1.0
несприятливий,-1.0
неспроможність,-1.0
нестабільність,-0.7632
нестабільний,-0.5
нестандартний,0.3571
нестаріючий,0.5
нестерпний,-0.8301
нестриманий,-0.9
несумісний,-0.5976
несумлінність,-1.0
несучасний,-0.3644
несхвальний,-1.0
нетактовний,-1.0
нетверезий,-0.9706
нетерпіння,-0.9545
нетерплячий,-0.6885
неточність,-0.6556
неточний,-0.4744
нетрі,-0.7768
нетяжкий,-1.0
неув'язка,-0.5
неуважний,-0.5
неугодний,-1.0
неупереджений,0.5
неуспішний,-0.5
неушкоджений,0.5
нехитрий,0.3824
нехороший,-1.0
нехтувати,-1.0
нецензурний,-1.0
нецікавий,-0.7301
нецивілізований,-1.0
нечесний,-1.0
нечесно,-0.5
нечестивий,-0.5
нечистий,-1.0
нечисть,-1.0
нешкідливий,0.6591
нещадний,-0.9085
нещасливий,-1.0
нещасний,-1.0
нещастя,-1.0
нещирість,-1.0
нещирий,-1.0
неявний,-0.5
неякісний,-1.0
неясно,-0.5
ніжність,1.0
ніжний,1.0
нікудишній,-1.0
нікчема,-1.0
нікчемний,-1.0
німецько-фашистський,-0.5
німота,-1.0
нірвана,0.5
нісенітниця,-0.8551
ніякий,-0.5
низький,0.1111
низькооплачуваний,-0.5
низькопробний,-1.0
низькоякісний,-1.0
нити,-1.0
ниття,-0.5
нищівний,0.5
новаторський,0.5
новенький,0.4338
новизна,0.5
нововведення,0.6538
новомодний,0.5
новосел,0.5
нормалізація,1.0
нормативний,0.5
нудний,-0.9
нуднуватий,-0.9653
нудота,-1.0
нудотний,-1.0
нудьга,-1.0
нужда,-0.1839
об'єктивність,0.5611
об'їдати,-0.9
обачний,0.8036
обвал,-0.9156
обвалення,-0.5
обвальний,-0.5
обвинувальний,-0.5
обвинувачуватися,-1.0
обгорілий,-1.0
обдарований,1.0
обдаровання,0.5
обдирати,-0.9
обдурити,-0.934
обдурювати,-1.0
обивательський,-0.5
обкладати,-0.5
обкрадати,-1.0
облізлий,-1.0
обливати,-0.2353
обличчя,0.5
обманювати,-1.0
обмеженість,-0.7035
обмежувати,-0.7301
обнадійливий,0.5
обожнювати,0.9375
оборона,0.4767
обрадувати,0.5
ображати,-1.0
ображений,-1.0
образа,-1.0
образливий,-1.0
обрамлення,0.5
обривати,-0.5
обрушити,-1.0
обрушувати,-0.5
обрушуватися,-0.5
обстріл,-1.0
обстрілювати,-1.0
обсценний,-0.5
обтяжливий,-0.5
обтяжувати,-0.257
обурення,-1.0
обурливий,-1.0
обурюватися,-1.0
обшук,-0.7373
овація,0.5
огида,-1.0
огидний,-1.0
одіозний,-0.5
одірваний,-0.5
одноголосний,0.5
однодумець,1.0
одноманітний,-0.1
одноразовий,0.0
одностайний,0.5
одужання,1.0
одужувати,0.9
оживати,1.0
озброєння,-0.44799999999999995
озброюючи,-1.0
озвірілий,-1.0
оздоровити,1.0
оздоровлення,0.5
оздоровчий,1.0
окупант,-0.5
окупаційний,-0.5
окупувати,-0.5
олігарх,0.5
олігархічний,-0.5
олігархія,-0.5
омріяний,0.5
онкологічний,-0.5
онкологія,-0.5
оновлений,0.5
оплакувати,-0.9643
оплески,1.0
оптимальний,0.5
оптимізм,0.5
оптимізувати,0.5
оптимістичний,0.5
ораторський,0.5
організаторський,0.5
оригінальність,1.0
оригінальний,0.9
осаджувати,-0.5
освітній,0.9194
освічений,0.5
осипатися,-1.0
оскаржувати,-0.5
оскароносний,0.5
оскома,-1.0
особливий,0.5652
осуд,-0.5
осудити,-1.0
осудний,-0.5
отруєння,-0.5
отруїти,-1.0
отруйний,-0.5
отрута,-1.0
отруювати,-0.9
офігенний,0.5
офіційний,0.0357
охорона,0.5315
очікуваний,0.5
очищення,0.1393
ощадливість,1.0
ощадливий,1.0
п'яний,-0.9
п'янити,-0.6796
п'янство,-1.0
падати,-0.6351
падіння,-0.6333
пакість,-1.0
палити,-0.4189
палкий,0.3623
пан,0.5
панахида,-1.0
паніка,-1.0
панічний,-1.0
панування,-0.0304
парадоксально,0.5
паразитарний,-0.5
паразитичний,-0.5
паралізувати,-0.5
параноїдальний,-0.5
паритися,-0.5
паршивий,-1.0
паскудний,-1.0
пасти,-1.0
пастирський,0.5
пастка,-0.5
патогенний,-0.5
патологічний,-0.5
патологія,-0.5
патріотичний,0.9
пафос,-0.6512
пафосний,-0.5
пацюк,-1.0
паща,-0.5
педерастія,-1.0
педерастична,-0.5
педофіл,-1.0
педофілія,-1.0
первозданний,0.5
перебільшувати,-0.5714
перебільшуватися,-1.0
перебивати,-0.9167
перебити,-0.9444
перевага,1.0
переважний,0.9828
перевершивши,0.5
перевершити,0.5
перевершувати,0.5
перевищення,-0.5
перегороджувати,-0.4535
передбачити,0.7377
передозування,-0.5
передсмертний,-0.9255
передчуття,0.2434
переконати,0.316
переконливість,0.5
переконливий,0.5
перекреслювати,-0.5323
перекупка,-1.0
переламати,-1.0
перемішаний,-1.0
перемога,1.0
перемогти,1.0
переможний,1.0
перенасичувати,-0.5
переплачувати,-0.8551
переповнення,-0.2712
переполох,-0.8363
перерізаний,-1.0
переривати,-0.45899999999999996
переробний,0.5
пересічний,-0.5333
переслідувати,-0.5
переслідуватися,-1.0
пересмикувати,-0.7571
перестрілка,-1.0
перетворення,0.5
першокласний,1.0
першосортний,0.5
песимістичний,-1.0
печальний,-0.5
підарас,-1.0
підбивати,-0.2988
підвести,-1.0
підвищуватися,0.5
підводити,-0.7909
піддаватися,-0.2479
піддатися,-0.3089
піддослідний,-0.4786
підірвати,-1.0
підкоритися,-0.6026
підкріплення,0.9444
підкуповувати,-1.0
підневільний,-0.5
піднесений,0.5
піднятий,0.5
підозра,-0.7925
підозрілий,-1.0
підозрювати,-0.5465
підпалювати,-0.6176
підпалювач,-1.0
підпорядковувати,-0.5
підривати,-1.0
підриватися,-0.5
підробити,-0.0769
підробка,-0.9
підроблений,-1.0
підробляти,0.6094
підсаджувати,0.0349
підсаджуватися,-0.5
підставний,-1.0
підступ,-0.6422
підступи,-0.5
підступність,-1.0
підступний,-1.0
підсудний,-0.5
підтримати,0.9643
підтримувати,1.0
підтримуватися,0.5
підшукувати,0.0
пізнавальний,0.9643
пізнавати,0.5
пізнання,0.9
піклуватися,0.5
пільговий,1.0
піратський,-0.5
пісний,-1.0
піхва,-1.0
пиздець,-1.0
пильність,0.9091
писклявий,-0.5
пихатий,-0.5
пишатися,0.8727
пишність,0.4449
пишний,0.5134
пияцтво,-0.9643
пиячити,-1.0
плагіат,-0.5
плаксивий,-1.0
плач,-0.9828
плачевний,-0.5
плебейський,-0.5
плідний,1.0
плутаний,-0.5811
плутанина,-0.9
плутатися,-0.5792
плювати,-0.9
плюнути,-0.9828
пневмонія,-1.0
по-дитячому,-0.0643
по-дружньому,1.0
по-людськи,1.0
по-особливому,0.5
по-сучасному,1.0
побій,-1.0
побиватися,-1.0
побити,-0.9
побитися,-1.0
побиття,-1.0
поблагословити,0.5
поблажливий,0.3415
побліднути,-1.0
побої,-1.0
побоювання,-0.5
побоюватися,-0.9
повага,0.5
поважати,0.5
поважний,0.5
повалення,-0.5
повальний,-0.5
повбивати,-1.0
повільний,-0.6048
повінь,-0.3265
повіситися,-1.0
повія,-1.0
повнофункціональний,0.5
повноцінний,1.0
повстання,-0.5
повчальний,1.0
повчання,0.3506
поганий,-1.0
поганка,-0.9
погано,-0.5
погіршення,-1.0
погіршувати,-1.0
погіршуватися,-1.0
погинути,-1.0
поглиблений,0.5
поглиблення,0.5
погнатися,-1.0
погожий,0.5
поголити,0.0
пограбування,-1.0
пограбувати,-1.0
погром,-1.0
погубити,-1.0
подарований,0.5
подарунок,1.0
подільник,-0.3934
подобатися,0.5
подолання,0.5529999999999999
подолати,0.5
подружитися,1.0
подяка,0.5
подячний,1.0
поетичний,1.0
пожертвування,1.0
пожертвувати,0.9906
поживний,0.5
пожити,0.5
позаздрити,-1.0
позамежний,-1.0
позаплановий,-0.5
позбавлення,-0.5
позбавляти,-0.5
позбавлятися,-0.5
поздоровити,1.0
поздоровляти,0.5
позитивний,0.5
позитивно,0.5
познайомити,0.5977
позолочений,0.5
покарання,-0.9211
покарати,-1.0
покійний,-0.5
покінчити,-0.5077
покидьок,-1.0
покращити,1.0
покритка,-1.0
покупка,0.5382
покусати,-1.0
поламаний,-1.0
поламати,-1.0
полегшення,0.7674
полегшувати,1.0
полінуватися,-0.9
поліпшення,1.0
поліпшити,1.0
поліпшитися,0.5
поліпшувати,1.0
поліпшуватися,0.5
політкоректність,0.5
політтехнологія,-1.0
полон,-1.0
полохливий,-0.5
полюбити,0.5
пом'якшення,0.7564
пом'якшувати,1.0
померти,-0.7437
помилка,-0.5
помилковий,-1.0
помилування,1.0
помилувати,1.0
помилуватися,0.5
помилятися,-0.6032
поминальний,-0.5
помовчувати,-0.5
помогти,0.5
помпезний,0.1626
помститися,-1.0
понад,0.5
понаїжджати,-0.5
понуро,-0.5
попадати,-1.0
поплакати,-0.6466
поповнювати,0.6045
популярний,0.8119
порадити,0.5
порадувати,1.0
порвати,-0.8115
поржати,-0.5
порівнянний,0.5
порнографія,-1.0
поробити,-0.5
порозуміння,0.5
порочити,-1.0
порочне,-1.0
порушення,-0.5
порушник,-1.0
порушувати,0.613
порядний,0.5
порятувати,0.5
порятунок,1.0
посередній,0.0217
посередник,-0.5
посібник,-0.5
посилений,0.5
посилення,0.5153
посилити,0.6081
посилювати,-1.0
посилюватися,-0.7709999999999999
поскаржитися,-0.9
послідовник,0.5
посміховисько,-1.0
посмішка,1.0
постаратися,0.5
постраждати,-1.0
постріл,-0.6322
посуха,-1.0
посягання,-0.5
посягати,-1.0
потворний,-1.0
потенціал,1.0
потішити,0.5
потомство,0.6087
потоптатися,-1.0
потрібний,0.5
потрійний,0.1168
потрясіння,-0.51
потужно,0.5
пофігізм,-0.55
похабний,-1.0
похвала,1.0
похвальний,1.0
похмілля,-1.0
похмурий,-0.9375
поховати,-0.7959
поцілунок,1.0
почастувати,0.5
почесний,1.0
почесть,0.5
пошана,0.5
пошкодження,-1.0
пошкоджувати,-0.5
пошлість,-0.5
пошлий,-0.5
пошлятина,-0.5
пощаститися,0.5
правдоподібний,0.9444
праведний,0.5
праведник,0.5
правильність,0.5
правильний,0.9
правовірний,0.5
правопорушення,-0.5
правопорядок,0.9194
правосуддя,0.708
прагнути,0.9129999999999999
практичний,0.9
працелюбний,1.0
презентабельний,0.5
презирство,-1.0
прекрасний,1.0
прекрасно,0.5
премудрий,1.0
преосвященний,0.5
прескорботний,-0.5
престижний,0.5
претензійний,-0.5
пречистий,0.5
пречудовий,-0.5
пріоритет,0.6933
прибутковий,1.0
привабливість,1.0
привабливіший,0.5
привабливий,1.0
приватизувати,-0.5
привілей,0.9375
привілейований,0.5
привітавшись,0.5
привітання,1.0
привітний,1.0
пригальмовувати,-0.5
пригнічення,-1.0
пригнічувати,-1.0
приголомшливий,0.6026
приголосний,0.5
придатний,1.0
приєднуватися,0.5
приємний,0.5
приємно,0.5
призвати,-1.0
приїдатися,-0.5
прийняти,0.6493
прийнятний,0.5
прийшлий,-0.5
прикрий,-1.0
прикрити,-1.0
прилітати,-0.5
применшувати,-0.3433
примітивність,-0.5
примітивний,-0.5161
примирення,1.0
примирливий,0.9066
примножувати,0.9
примус,-0.9396
примусовий,-0.5
примушувати,-1.0
примха,-0.7925
примхливий,-1.0
приниження,-0.5
принижувати,-1.0
принижуючи,-1.0
принизливий,-1.0
приносити,0.0
припадок,-1.0
приречений,-1.0
природність,0.619
приручений,-1.0
присікання,-0.5
прислужитися,0.5
пристойно,1.0
пристрілювати,-0.5
присягати,0.5
притягти,0.1
приурочувати,0.5
прихильний,0.3707
приховування,-0.7562
приховуватися,-1.0
пришелепкуватий,-0.5
прищик,-1.0
проблема,-0.9444
проблематичний,-1.0
проблемний,-0.5
провалений,-0.5
провалитися,-0.9643
провальний,-0.5
провалювати,-0.5
провина,-0.5
провокаційний,-0.7294
провокація,-0.9231
провокувати,-1.0
прогинатися,-0.5924
проголошувати,0.3684
програвати,-0.7696
програші,-0.5
прогрес,1.0
прогресивний,1.0
продаватися,-0.4696
продуктивний,0.9
проігнорувати,-0.5
пройдисвіт,-0.9
проклін,-1.0
проклинати,-1.0
прокляття,-0.9444
промахуватися,-1.0
променистий,0.5
проникати,0.0
проникливий,0.5
пронюхати,-0.3636
пропагандист,-0.5
пропадати,-0.5288
пропащий,-1.0
просвітитель,0.9
просвітницький,0.5
прославляти,0.9
проспати,-1.0
простіший,0.5
просторікування,-0.6239
просторий,0.5
прострочувати,-0.5
проступок,-1.0
протест,-0.8158
протестувати,-0.5
противник,-1.0
протизаконний,-0.5
протизапальний,0.5
протиправний,-1.0
протиприродний,-0.5
протиріччя,-0.5
протитанковий,-0.5
професійний,0.7377
професіоналізм,1.0
професіональний,0.5
процвітання,0.5
процвітати,1.0
процвітаючий,0.5
прощати,-1.0
проявлений,0.5
прут,-1.0
псевдо,-0.5
псевдонауковий,-0.5
псих,-1.0
психіатричний,-0.5
психлікарня,-0.7768
психотропний,-0.5
псувати,-1.0
псуватися,-1.0
пузатий,-0.3849
пунктуальний,1.0
пустушка,-0.4407
пухкий,-0.0806
пухлина,-0.5
пухнастий,0.8058
рабовласник,-0.5
работоргівець,-1.0
рабський,-0.5
радіаційний,-0.5
радісний,1.0
радість,1.0
радіти,1.0
радикал,-0.5
радувати,1.0
разюче,0.5
раптовий,-0.1905
расист,-1.0
расистський,-1.0
рваний,-0.7241
рвати,-0.7174
реабілітаційний,0.5
реабілітувати,0.9
реаліст,0.4389
реалістичний,0.0
реаліті-шоу,-0.5
ревний,-0.8217
ревнощі,-0.9
революціонер,-0.5
реготати,0.5
результативний,0.9
рейдерське,-0.5
рейдерський,-1.0
рекомендація,0.588
рекомендувати,0.7742
рекордний,0.9828
релевантний,0.5
репресія,-1.0
репресивний,-0.5
репресований,-0.5
репресувати,-0.5
респект,0.5
респектабельний,1.0
ретельний,0.5
ретельно,0.5
рівність,0.0357
рівномірний,0.4141
рівноправність,0.9783
рівноправний,0.6074
рідкісний,0.3033
різак,-1.0
різанина,-1.0
різати,-0.153
різнокольоровий,0.5
різноманітний,0.5769
рішучість,1.0
рішучий,1.0
ридати,-0.5
ризикований,-0.3636
ризикувати,-0.1613
рихлий,-0.5
роботизований,0.5
родзинка,1.0
родинний,1.0
родючий,1.0
роз'їдати,-1.0
розбагатіти,1.0
розбазарити,-1.0
розбещувати,-1.0
розбійник,-1.0
розбійницький,-0.5
розбирання,-0.5224
розбираючись,-1.0
розбрат,-1.0
розв'язний,-0.5
розв'язування,0.1474
розв'язувати,0.0
розвага,1.0
розважальний,0.8947
розважливий,0.4035
розвал,-0.9
розвалювати,-1.0
розвалюватися,-0.9643
розвінчання,-0.5
розвивати,1.0
розвиватися,1.0
розвинений,1.0
розвинутий,0.5
розводити,-0.3972
розгляд,-0.5
розгойдувати,-1.0
розгоратися,0.0769
розгром,-1.0
розгромити,-1.0
розгульний,-1.0
розгулятися,0.0576
роздавлювати,-0.5233
роздмухувати,-1.0
роздратування,-0.9643
роздратувати,0.5586
роздувати,-0.3571
роззброєння,0.5
роззброювання,0.5
розквітати,0.5
розкіш,-0.5
розкішний,0.5
розкладання,0.2557
розколювати,-1.0
розкрадання,-1.0
розкрадати,-1.0
розкритиковувати,-1.0
розкритикувати,-1.0
розкусити,0.4677
розкутий,0.5
розлад,-1.0
розлютитися,-1.0
розлючений,-1.0
розміреність,0.3873
рознести,-1.0
розпалити,-1.0
розпалювання,-0.20600000000000002
розпалювати,-0.2133
розплакатися,-0.0504
розплата,-0.9
розплачуватися,-0.1226
розпливчастий,-0.2059
розправа,-0.9
розправлятися,-0.281
розпростертий,0.5
розпуста,-1.0
розрадити,0.5
розрізнений,-0.5
розривати,-1.0
розруха,-1.0
розсекречувати,0.5
розстріл,-0.5
розстрілювати,-0.8628
розтління,-0.5
розтратити,-1.0
розуміння,0.9304
розумніти,0.5
розумний,1.0
розумниця,0.5
розумно,0.5
розчавити,-0.8036
розчаровуватися,-0.5
розчарування,-0.5
розчленовувати,-0.9
розширити,0.4098
романтичний,0.5
рубати,-1.0
рублевський,-0.5
руїна,-1.0
руйнівний,-0.5
руйнування,-0.5
руйнувати,-1.0
руйнуватися,-0.5
русофіл,0.5
русофобський,-0.5
рутинний,-0.5
рухнути,-0.5
рябий,-1.0
рясний,0.4724
рятівник,1.0
рятування,1.0
садити,0.3229
сакральний,0.4574
сакраментальний,-1.0
самовільний,-0.2439
самовладання,1.0
самовпевнений,0.2154
самогубець,-1.0
самогубний,-1.0
самогубство,-1.0
самодостатній,0.5
самозакоханість,-1.0
самозакоханий,-0.9
самозваний,-1.0
самокаліцтво,-1.0
самокритичний,0.5
самомилування,-0.5
самоокупний,0.5
самоповага,0.5
самосуд,-0.69
самотній,-0.5
саркастичний,-0.4737
сатана,-0.9828
сатанинський,-1.0
сатиричний,-0.5
свавілля,-0.3105
сваволити,-1.0
сваволя,-1.0
сварити,-1.0
сваритися,-1.0
сварка,-0.9828
свастика,-0.8936
свекруха,-1.0
свіженький,1.0
свіжий,0.9
світлий,0.9828
свинство,-1.0
свиня,-0.3378
своєчасний,0.5
святенництво,-0.5
святість,0.5
святиня,0.5
святковий,0.5
святкування,1.0
святкувати,0.5
свято,1.0
священний,0.5
сексуальність,0.5
селюк,-1.0
сенсаційний,0.6351
сентиментальний,0.3235
сердечний,0.5
серіальний,-0.5
серцево-судинний,-0.5
сірість,-0.5488
силовий,0.2105
симпатія,1.0
симпатизувати,1.0
симпатичний,1.0
син,-0.5
синхронний,0.371
сирітство,-1.0
сифіліс,-0.5
скаженіти,-0.5
сказ,-1.0
скалічити,-1.0
скалити,-1.0
скандал,-1.0
скандальний,-1.0
скарати,-1.0
скаржитися,-0.8759999999999999
скачувати,0.0
скептик,-0.2949
скептичний,-0.3534
скептично,-0.5
скінхед,-0.9545
скидання,-0.2234
скидатися,0.0
складний,-0.225
скнара,-1.0
скоєний,-1.0
скоїти,-1.0
сконструювати,0.5
скороспішний,-0.4623
скорочувати,0.0
скорочуватися,-0.5
скотина,-0.5761
скотитися,-0.5488
скоюватися,-1.0
скрипіти,-0.375
скромний,0.5217
скрупульозний,0.3765
скрутний,-0.5081
скудний,-0.5
слабенький,-0.7857
слабкість,-0.9179
слабкий,-0.9828
слабнути,-1.0
слаборозвинений,-0.9167
слабуватий,-0.5
слабшати,-0.9118
слабший,-1.0
слава,0.7569
славитись,1.0
славненько,0.5
славний,0.5
сліпий,-1.0
сліпучий,0.9
слуга,-0.34700000000000003
служниця,-0.0737
слухати,0.4755
слушний,0.5
сльозливий,-0.5
смачний,0.8588
смердіти,-1.0
смердючий,-1.0
смертельний,-1.0
смертність,-0.5625
смертний,-0.0769
смертник,-0.9
смертниця,-1.0
смертоносний,-1.0
смерть,-0.7154
сміливість,1.0
смітити,-1.0
сміття,-0.5
сміхотворний,-0.5
смішний,0.9255
смішок,0.257
смикнувши,-1.0
смиренність,0.3537
смутний,-0.78
снайпер,-0.3303
снайперський,0.1616
снаряд,-0.413
сновигати,-1.0
совковий,-0.5
содом,-1.0
содомія,-0.5
сокирний,-0.5
соковитий,0.9
солідний,0.5
солодкий,0.9
сонечко,0.5
сонячний,1.0
сопрано,0.5
сором'язливий,0.0
соромно,-1.0
сортирний,-0.5
союзницький,1.0
сп'яну,-1.0
спад,-1.0
спадати,-0.2864
спадщина,0.6496
спалахливий,-0.5
спалити,-0.9
спалювати,-0.4391
спантеличений,-1.0
спасибі,1.0
спекулянт,-0.5
спекуляція,-0.5
спересердя,-1.0
співдружність,0.5
співкамерник,-0.5
співпереживати,1.0
співчувати,0.9706
співчуття,1.0
спізнюватися,-1.0
спільниця,-0.304
спітніти,-1.0
спиватися,-1.0
спиздити,-1.0
спинити,-1.0
списати,-0.55
списувати,0.0
споглядання,0.5
сподобатися,0.9643
споживати,-0.0556
споживацький,-1.0
спокій,0.9
спокійний,0.5
спокусити,-0.028999999999999998
спокусливий,0.8077
спортивний,0.5
спотворити,-1.0
справді,0.9627
справедливий,0.5
справжній,0.5
справлятися,0.5
справний,0.5
справно,0.5
сприяння,0.5
сприяти,0.5
сприятливий,1.0
спробувати,0.7066
спровокувати,-0.5
спроектований,0.5
спрощувати,0.4545
спустошення,-0.9
спустошити,-0.6545
сріблястий,0.2561
срібний,0.2304
ссати,-1.0
стабілізація,0.5
стабільність,0.6203
сталінізм,-1.0
старанність,1.0
старанний,1.0
старечий,-0.3137
старовинний,0.2388
стартап,0.5
стафілокок,-1.0
стереотипний,-0.5333
стійкість,1.0
стійкий,0.7627
стічний,-1.0
стогнати,-0.483
стопудовий,0.6892
сторонній,-0.3504
страждання,-1.0
страйк,-0.5
страта,-1.0
стратегія,0.5
стратити,-0.5
страшилка,-0.7832
страшненький,-0.5
страшний,-0.9
стресовий,-0.5
стріляти,-0.629
стриманий,0.5
стримування,-0.5
строгість,-0.5
стрункий,0.5
струс,-1.0
стукнути,-0.5787
стурбованість,-0.9286
стурбувати,-0.7301
суджений,-0.5
судитися,-0.5
судомити,-1.0
судомний,-0.5
суїцид,-1.0
султан,0.1942
сумбурний,-0.5
сумлінний,1.0
сумнівний,-0.7195
сумний,-1.0
сумно,-1.0
сумнозвісний,-1.0
сумувати,-0.7475
супер,1.0
суперництво,-0.5
суперсучасний,0.5
супротивитися,-0.5
сутенер,-1.0
сутичка,-0.5
сучий,-1.0
сучок,0.0
сфабрикований,-1.0
сфальсифікувати,-1.0
схаменутися,-1.0
схвалення,1.0
схвальний,0.5
схвалювати,1.0
схлипувати,-0.8429
сценічний,0.5
сюрреалістичний,-0.5
таблетка,0.1216
тавруючи,-1.0
таж,-1.0
тактовний,1.0
талановитий,1.0
талант,1.0
талісман,1.0
танго,0.9643
танцюючий,0.631
тварюка,-1.0
твердий,0.0638
тверезомислячий,0.5
творчість,0.9375
тельбух,-1.0
терапевтичний,0.5
терапія,-0.5
терзати,-1.0
тернистий,-0.5
тероризувати,-0.5
терорист,-1.0
терористичний,-1.0
терористка,-1.0
терпіння,0.6818
терпіти,-0.3194
терплячий,0.5
тіньовий,-0.5
тіснява,-1.0
тішитися,0.5
тиран,-1.0
тиранічний,-1.0
тиранія,-1.0
тиск,-0.3793
тиснути,-0.6026
тисячолітній,0.5
титанічна,0.5
титулований,0.5
тлінний,-0.5
товариство,0.9590000000000001
товариський,1.0
товктися,-1.0
токсичний,-0.9828
топити,-0.6864
торт,1.0
тортура,-1.0
тоскний,-0.5
тоталітарний,-0.5
точність,0.7131
точний,0.7489
травма,-1.0
травматичний,-0.9324
травмувати,-0.5
трагедія,-1.0
трагічний,-1.0
траурний,-0.9
трахати,-1.0
трахатись,-1.0
трахнути,-1.0
третьосортний,-1.0
трійка,-0.1635
тріумф,0.9444
тріщати,-0.4832
тривога,-0.9828
тривожити,-1.0
тривожний,-0.7566
троцькіст,-0.5
троянда,0.5537
трудівник,1.0
труїти,-1.0
трупний,-0.9
трухлявий,-0.5
трястися,-0.4919
туберкульоз,-0.5
туга,-1.0
тугий,-0.2632
тужливий,-0.9643
тупик,-0.6732
тупиковий,-0.5
тупити,-1.0
тупуватий,-1.0
туша,-1.0
тушка,0.1667
тхнути,-0.7642
тюремний,-0.5
тюрма,-1.0
тяганина,-0.6111
тяжба,-0.5
тяжкий,-1.0
тяжкохворий,-0.5
убезпечити,0.5
убійний,-0.5
убивство,-1.0
убити,-1.0
убитий,-1.0
ублюдок,-1.0
ублюдочний,-1.0
убозтво,-1.0
убрання,0.5
уважний,0.5
увічнення,0.5
угодний,0.8301
угруповання,-0.2025
удаваний,-0.7761
ударний,0.3276
ударостійкий,0.5
удача,1.0
удачливий,1.0
удостоювати,0.5
удостоюватися,0.5
уїдливий,-0.5
українофобство,-1.0
украсти,-1.0
улесливий,-0.5
ультрасучасний,0.5
улюблений,0.5
умертвити,-1.0
умисел,-0.5
умисний,-0.5
унікальність,0.5
упійманий,-1.0
упир,-1.0
упускати,-0.5
ура,0.5
уразити,-1.0
уразливий,-0.5
урегулювання,0.5
урожайний,0.5
урочистість,0.5
урочистий,1.0
усвідомлювати,0.7627
ускладнення,-0.45899999999999996
ускладнювати,-0.6407
ускладнюватися,-0.3882
уславлений,0.5
усміх,0.5
усміхатися,0.5
усміхнений,0.5
усмішка,-0.7571
успіх,1.0
успішно,1.0
усувати,-0.2996
утиск,-1.0
утопічний,-0.5
утруднення,-0.8168
ухилятися,-0.2931
училка,-0.732
ущербний,-1.0
фавор,0.5
фальсифікація,-0.5
фальсифікувати,-0.5
фальшивий,-0.5
фальшувати,-1.0
фамільярність,-1.0
фамільярний,-0.5
фанатизм,-0.6306
фанатик,-0.5
фантастичний,0.5
фарисейство,-1.0
фатальний,-0.5
фаховий,0.5
фашист,-0.5
фашистський,-1.0
феєричний,0.5
феномен,0.5
феноменальний,0.5
фест,0.5
фешенебельний,0.5
фігня,-1.0
фіговий,-0.5
фізіономія,-0.3559
фіктивний,-0.5
філігранний,0.5
формальний,0.0172
фотогенічний,1.0
фу,-0.5
